219	270	66238501	C.S. Lewis, Pauline Baynes	1956.0	The Chronicles of Narnia
221	74	1558743669	Dave Pelzer	1995.0	"A Child Called ""It"": One Child's Courage to Survive"
222	143	752864327	Robert Ludlum	1980.0	The Bourne Identity
223	163	786817879	Eoin Colfer	2001.0	Artemis Fowl
224	97	385738935	Lauren Kate	2009.0	Fallen
225	81	142000655	John Steinbeck	1952.0	East of Eden  
226	131	307341569	Gillian Flynn	2009.0	Dark Places
227	134	385339089	John Grisham	1993.0	The Client
228	84	312291639	Emma McLaughlin, Nicola Kraus	2002.0	The Nanny Diaries
229	845	451527747	Lewis Carroll, John Tenniel, Martin Gardner	1865.0	Alice's Adventures in Wonderland
230	1451	192802631	Jane Austen, James Kinsley, Deidre Shauna Lynch	1817.0	Persuasion
231	117	312370830	Tatiana de Rosnay	2007.0	Elle s'appelait Sarah
232	213	452284694	Stephen King	1982.0	The Gunslinger
233	347	140003468X	Gabriel García Márquez, Edith Grossman	1985.0	El amor en los tiempos del cólera
234	87	014131088X	Laurie Halse Anderson	1999.0	Speak
235	95	399159347	Liane Moriarty	2013.0	The Husband's Secret 
236	101	385494785	Jon Krakauer	1997.0	Into Thin Air: A Personal Account of the Mt. Everest Disaster
237	249	1416524304	Stephen King	1974.0	Carrie
238	79	031242227X	Augusten Burroughs	2002.0	Running with Scissors
239	137	307346609	Max Brooks	2006.0	World War Z: An Oral History of the Zombie War
240	235	385537859	Dan Brown	2013.0	Inferno
241	81	440227534	Lois Lowry	1989.0	Number the Stars
242	122	446692638	James Patterson	1993.0	Along Came a Spider
243	197	450417395	Stephen King	1987.0	Misery
244	136	307341542	Gillian Flynn	2006.0	Sharp Objects
245	125	439366771	Katherine Paterson	1977.0	Bridge to Terabithia
246	97	312360266	P.C. Cast, Kristin Cast	2007.0	Marked
247	250	743269519	Stephen R. Covey	1989.0	The 7 Habits of Highly Effective People
248	1379	743477545	William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey	1595.0	A Midsummer Night's Dream
249	104	618711651	Jonathan Safran Foer	2005.0	Extremely Loud and Incredibly Close
250	124	375869026	R.J. Palacio	2012.0	Wonder
251	99	039480001X	Dr. Seuss	1957.0	The Cat in the Hat
252	92	312641893	Marissa Meyer	2012.0	Cinder
253	48	316206849	Robert Galbraith, J.K. Rowling	2013.0	The Cuckoo's Calling
254	96	545123267	Maggie Stiefvater	2009.0	Shiver
255	147	452011876	Ayn Rand, Leonard Peikoff	1957.0	Atlas Shrugged
256	67	143038257	Greg Mortenson, David Oliver Relin	2006.0	Three Cups of Tea 
258	279	143034901	Carlos Ruiz Zafón, Lucia Graves	2001.0	La sombra del viento
259	107	385738757	James Dashner	2010.0	The Scorch Trials
261	59	767900383	Frances Mayes	1996.0	Under the Tuscan Sun
262	107	399167064	Liane Moriarty	2014.0	Big Little Lies
263	61	590920685	Gail Carson Levine	1997.0	Ella Enchanted
264	343	743297334	Ernest Hemingway	1926.0	The Sun Also Rises
265	127	61120073	Betty  Smith	1943.0	A Tree Grows In Brooklyn 
266	111	446677388	James Patterson	1995.0	Kiss the Girls
267	90	312577222	Kristin Hannah	2015.0	The Nightingale
268	159	1400078776	Kazuo Ishiguro	2005.0	Never Let Me Go
269	17	786890754	Cecelia Ahern	2003.0	PS, I Love You
270	306	1844080382	Daphne du Maurier, Sally Beauman	1938.0	Rebecca
271	163	156030306	Daniel Keyes	1966.0	Flowers for Algernon
272	177	552995878	Laura Esquivel, Thomas  Christensen, Carol Christensen	1989.0	Como agua para chocolate
273	105	812968069	Lisa See	2005.0	Snow Flower and the Secret Fan
274	259	451205766	Mario Puzo, Robert Thompson, Peter Bart	1969.0	The Godfather
275	116	525476881	John Green	2006.0	An Abundance of Katherines
276	169	553803719	Isaac Asimov	1951.0	Foundation
277	109	62255657	Neil Gaiman	2013.0	The Ocean at the End of the Lane
278	32	60513063	Shel Silverstein	1981.0	A Light in the Attic
279	95	751565350	John Tiffany, Jack Thorne, J.K. Rowling	2016.0	Harry Potter and the Cursed Child, Parts One and Two
280	108	61726834	Lauren Oliver	2011.0	Delirium
281	145	385339704	John Grisham	1992.0	The Pelican Brief
282	153	61139378	Neil Gaiman	2002.0	Coraline
283	114	60853980	Terry Pratchett, Neil Gaiman	1990.0	Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch
284	312	140042598	Jack Kerouac	1955.0	On the Road
285	122	1476729085	Graeme Simsion	2013.0	The Rosie Project
286	99	446579939	Nicholas Sparks	2008.0	The Lucky One
287	154	451191153	Ayn Rand, Leonard Peikoff	1943.0	The Fountainhead
288	117	425172902	Tom Clancy	1984.0	The Hunt for Red October
289	193	038039586X	Richard Adams	1972.0	Watership Down
290	18	307886263	Mindy Kaling	2011.0	Is Everyone Hanging Out Without Me? (And Other Concerns)
291	74	375414495	Abraham Verghese	2009.0	Cutting for Stone
292	299	006112527X	C.S. Lewis, Pauline Baynes	1951.0	The Voyage of the Dawn Treader
293	2573	753453800	Robert Louis Stevenson	1882.0	Treasure Island
294	69	1423140591	Rick Riordan	2011.0	The Son of Neptune 
295	145	1451627289	Stephen King	2011.0	11/22/63
296	162	241003008	Eric Carle	1969.0	The Very Hungry Caterpillar
297	155	140285601	Kurt Vonnegut Jr.	1963.0	Cat's Cradle
298	1248	451528557	H.G. Wells, Greg Bear, Carlo Pagetti	1895.0	The Time Machine
300	178	385751060	John Boyne	2006.0	The Boy in the Striped Pyjamas
301	1369	1892295490	Joseph Conrad	1899.0	Heart of Darkness
302	117	044654759X	Nicholas Sparks	2010.0	Safe Haven
303	113	1582701709	Rhonda Byrne	2006.0	The Secret
304	52	60987561	Wally Lamb	1998.0	I Know This Much Is True 
305	198	1416524347	Stephen King	1983.0	Pet Sematary
306	61	671021001	Wally Lamb	1992.0	She's Come Undone
307	102	756404738	Patrick Rothfuss	2011.0	The Wise Man's Fear
308	94	440241901	Sophie Kinsella	2003.0	Can You Keep a Secret?
309	96	1442403543	Cassandra Clare	2011.0	City of Fallen Angels
310	71	743418174	Jennifer Weiner	2001.0	Good in Bed
311	201	380018179	Colleen McCullough	1977.0	The Thorn Birds
312	129	60530928	Neil Gaiman, Dave McKean	2008.0	The Graveyard Book
313	113	1451681739	M.L. Stedman	2012.0	The Light Between Oceans
314	134	439709105	Cornelia Funke, Anthea Bell	2003.0	Tintenherz
315	128	91883768	Spencer Johnson, Kenneth H. Blanchard	1998.0	Who Moved My Cheese?
316	95	307279464	Bill Bryson	1997.0	A Walk in the Woods
317	107	553279378	Maya Angelou	1969.0	I Know Why the Caged Bird Sings
318	65	61950726	Christina Baker Kline	2013.0	Orphan Train
319	101	1442416866	Cassandra Clare	2012.0	City of Lost Souls
320	78	316204277	Maria Semple	2012.0	Where'd You Go, Bernadette
321	69	375806814	Wilson Rawls	1961.0	Where the Red Fern Grows
322	152	60557818	Neil Gaiman	1996.0	Neverwhere
323	274	571224385	Milan Kundera, Michael Henry Heim	1984.0	Nesnesitelná lehkost bytí
325	138	552135399	John Irving	1989.0	A Prayer for Owen Meany
326	96	316182540	Janet Fitch	1999.0	White Oleander
327	91	039925675X	Marie Lu	2011.0	Legend
328	84	743496728	Jodi Picoult	2007.0	Nineteen Minutes
329	111	1401323251	Randy Pausch, Jeffrey Zaslow	2008.0	The Last Lecture
330	94	812511816	Robert Jordan	1990.0	The Eye of the World
331	76	61150142	Jodi Picoult	1998.0	The Pact
332	312	60764902	C.S. Lewis	1953.0	The magician's nephew
333	107	595440096	Lisa Genova	2007.0	Still Alice
334	81	425263916	Sylvia Day	2012.0	Reflected in You
335	182	375814248	Roald Dahl, Quentin Blake	1961.0	James and the Giant Peach
336	107	446696617	James Patterson	2001.0	1st To Die
337	32	345453743	Douglas Adams	1996.0	The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story
338	129	340896965	David Nicholls	2009.0	One Day
340	38	61969559	Pittacus Lore	2010.0	I Am Number Four
342	139	316228532	J.K. Rowling	2012.0	The Casual Vacancy
343	120	385339690	John Grisham	1996.0	The Runaway Jury
344	54	316777730	David Sedaris	1997.0	Naked
345	163	375840400	Christopher Paolini	2005.0	Eldest
346	1474	140621679	L. Frank Baum, W.W. Denslow	1900.0	The Wonderful Wizard of Oz
347	348	000720230X	C.S. Lewis	1951.0	Prince Caspian: The Return to Narnia
349	211	450031063	Stephen King	1975.0	Salem's Lot
350	98	679785892	Hunter S. Thompson, Ralph Steadman	1971.0	Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream
351	99	1416975888	Cassandra Clare	2011.0	Clockwork Prince
352	29	62268341	Amy Poehler	2014.0	Yes Please
353	1053	743477553	William Shakespeare	1603.0	The Tragedy of Othello, The Moor of Venice
354	153	1400033411	Toni Morrison	1987.0	Beloved
355	87	015206396X	Kristin Cashore	2008.0	Graceling
356	126	439206472	Lemony Snicket, Brett Helquist	1999.0	The Bad Beginning
357	372	449213943	Erich Maria Remarque, A.W. Wheen	1929.0	Im Westen nichts Neues
358	40	679805273	Dr. Seuss	1990.0	Oh, the Places You'll Go!
359	135	159463176X	Khaled Hosseini	2012.0	And The Mountains Echoed
360	221	345404475	Philip K. Dick, Roger Zelazny	1968.0	Do Androids Dream of Electric Sheep?
361	1787	141439742	Charles Dickens, George Cruikshank, Philip Horne	1838.0	Oliver Twist
362	231	60652896	C.S. Lewis	1942.0	A Grief Observed
363	79	525423273	Stephanie Perkins	2010.0	Anna and the French Kiss
364	72	7173040	Dr. Seuss	1957.0	How the Grinch Stole Christmas!
365	72	1401207928	Alan Moore, David   Lloyd	1990.0	V for Vendetta
366	38	743223136	David McCullough	2001.0	John Adams
367	82	553384287	Dean Koontz	2003.0	Odd Thomas
368	55	679879250	Philip Pullman	1997.0	The Subtle Knife
369	85	439488400	Jerry Spinelli	2000.0	Stargirl
370	76	1423113381	Rick Riordan	2010.0	The Red Pyramid
371	130	441788386	Robert A. Heinlein	1961.0	Stranger in a Strange Land
372	55	965904830	David Sedaris	2004.0	Dress Your Family in Corduroy and Denim
373	197	141311371	Roald Dahl, Quentin Blake	1982.0	The BFG
374	155	076790818X	Bill Bryson	2003.0	A Short History of Nearly Everything
375	1384	439227143	Jack London	1903.0	The Call of the Wild
376	88	385738773	James Dashner	2011.0	The Death Cure
377	207	61142026	Neil Gaiman	1999.0	Stardust
378	93	618485228	Jhumpa Lahiri	2003.0	The Namesake
379	99	670022411	Deborah Harkness	2011.0	A Discovery of Witches
381	54	446672211	Billie Letts	1995.0	Where the Heart Is
382	86	525421580	John Green, David Levithan	2010.0	Will Grayson, Will Grayson
383	69	307276902	James Frey	2003.0	A Million Little Pieces
384	93	1595141758	Richelle Mead	2008.0	Frostbite
385	86	307352145	Susan Cain	2012.0	Quiet: The Power of Introverts in a World that Can't Stop Talking
386	127	440439884	Scott O'Dell	1960.0	Island of the Blue Dolphins
387	133	142437336	Arthur Miller, Christopher Bigsby	1953.0	The Crucible
388	93	689840926	Gary Paulsen	1986.0	Hatchet
389	75	076531178X	Brandon Sanderson	2006.0	Mistborn : The Final Empire
390	1974	451528956	Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon	1886.0	The Strange Case of Dr Jekyll and Mr Hyde
391	40	679889108	Dr. Seuss	1971.0	The Lorax
392	115	810993139	Jeff Kinney	2004.0	Greg Heffley's Journal
393	73	1599906953	Sarah J. Maas	2012.0	Throne of Glass
394	88	1595141979	Richelle Mead	2008.0	Shadow Kiss
395	371	684803356	Ernest Hemingway	1940.0	For Whom the Bell Tolls
396	69	345505336	Jamie Ford	2009.0	Hotel on the Corner of Bitter and Sweet
397	364	140120831	Patrick Süskind, John E. Woods	1985.0	Das Parfum. Die Geschichte eines Mörders
398	61	60838582	Eric Schlosser	2001.0	Fast Food Nation : The Dark Side of the All-American Meal 
399	131	747599874	J.K. Rowling	2007.0	The Tales of Beedle the Bard
400	143	441569595	William Gibson	1984.0	Neuromancer
401	425	99910101	Ernest Hemingway	1929.0	A Farewell to Arms
402	12	553212281	Edgar Allan Poe	1843.0	The Tell-Tale Heart
404	76	385344228	William Landay	2012.0	Defending Jacob
405	112	385334206	Kurt Vonnegut Jr.	1973.0	Breakfast of Champions
406	64	874774241	Betty Edwards	1979.0	Drawing on the Right Side of the Brain
407	77	60838728	Ann Patchett	2001.0	Bel Canto
408	118	739467352	Jared Diamond	1997.0	Guns, Germs, and Steel: The Fates of Human Societies
409	94	375508414	Fannie Flagg	1987.0	Fried Green Tomatoes at the Whistle Stop Cafe
410	161	385474547	Chinua Achebe	1958.0	Things Fall Apart
411	99	385338694	Sophie Kinsella	2005.0	The Undomestic Goddess
412	147	1881273156	Gary Chapman	1990.0	The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
414	82	1416589643	Chris Cleave	2008.0	The Other Hand
415	78	031253275X	Alyson Noel	2009.0	Evermore
416	174	590032496	Roald Dahl, Quentin Blake	1983.0	The Witches
417	137	743298020	Diane Setterfield	2006.0	The Thirteenth Tale
418	71	1595142509	Richelle Mead	2010.0	Spirit Bound
419	76	1595141987	Richelle Mead	2009.0	Blood Promise
420	133	446676071	Nicholas Sparks	1998.0	Message in a Bottle
421	77	345521307	Paula McLain	2011.0	The Paris Wife
